GlobalTick;ProblemType;ResourceType;PmId;VmId;AppId;CPUAll;MEMAll;STORAll;CPUUse;MEMUse;STORUse
17696;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17697;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17698;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17699;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17700;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17701;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17702;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17703;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17704;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17705;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17706;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17707;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17708;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17709;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17710;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17711;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
17712;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17713;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17714;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17715;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17716;wasteOfResources;VM;5;195;;15;15;9;5;5;2;
17717;wasteOfResources;VM;5;195;;15;15;9;5;5;2;
17718;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
17719;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
17720;wasteOfResources;VM;5;216;;27;26;26;21;19;16;
17721;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17722;wasteOfResources;VM;2;214;;29;33;14;28;23;12;
17723;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17724;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17725;wasteOfResources;VM;3;210;;45;27;29;33;25;15;
17726;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17727;wasteOfResources;VM;3;210;;45;27;29;29;26;17;
17728;wasteOfResources;VM;3;210;;45;27;29;32;23;20;
17729;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17730;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17731;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17732;wasteOfResources;VM;3;210;;45;27;29;32;25;15;
17733;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17734;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17735;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
17736;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
17737;wasteOfResources;VM;5;216;;27;26;26;20;19;18;
17738;wasteOfResources;VM;5;216;;27;26;26;16;16;16;
17739;wasteOfResources;VM;5;216;;27;26;26;26;15;16;
17740;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
17741;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
17742;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
17743;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17744;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17745;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17746;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17747;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
17748;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17749;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
17750;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
17751;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
17752;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
17753;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17754;wasteOfResources;VM;6;209;;15;15;9;5;5;2;
17755;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17756;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17757;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17758;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17759;wasteOfResources;VM;6;209;;15;15;9;5;5;2;
17760;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17761;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17762;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17763;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17764;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17765;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17766;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17767;wasteOfResources;VM;5;195;;15;15;9;5;5;2;
17768;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
17769;wasteOfResources;VM;2;214;;29;33;14;25;22;13;
17770;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
17771;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17772;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
17773;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
17774;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17775;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17776;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17777;wasteOfResources;VM;6;178;;15;15;9;5;5;2;
17778;wasteOfResources;VM;6;178;;15;15;9;5;5;2;
17779;wasteOfResources;VM;6;178;;15;15;9;5;5;2;
17780;wasteOfResources;VM;6;178;;15;15;9;5;5;2;
17781;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17782;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17783;wasteOfResources;VM;3;210;;47;27;27;35;25;18;
17784;wasteOfResources;VM;3;210;;47;27;27;32;25;17;
17785;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17786;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17787;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17788;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17789;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17790;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17791;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
17792;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
17793;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
17794;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17795;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
17796;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17797;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17798;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17799;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17800;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17801;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17802;wasteOfResources;VM;5;216;;27;26;25;14;13;17;
17803;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17804;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17805;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17806;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17807;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17808;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17809;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17810;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17811;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17812;wasteOfResources;VM;5;216;;27;26;25;26;14;17;
17813;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
17814;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
17815;wasteOfResources;VM;6;209;;15;15;9;5;5;2;
17816;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17817;wasteOfResources;VM;5;195;;15;15;9;5;5;2;
17818;wasteOfResources;VM;5;195;;15;15;9;5;5;2;
17819;wasteOfResources;VM;5;195;;15;15;9;5;5;2;
17820;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
17821;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17822;wasteOfResources;VM;2;214;;29;33;14;25;24;10;
17823;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17824;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
17825;wasteOfResources;VM;7;208;;15;15;9;5;5;2;
17826;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17827;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17828;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17829;wasteOfResources;VM;7;208;;15;15;9;5;5;2;
17830;wasteOfResources;VM;6;178;;15;15;9;5;5;2;
17831;wasteOfResources;VM;7;208;;15;15;9;5;5;2;
17832;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17833;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17834;wasteOfResources;VM;3;210;;46;27;30;34;25;18;
17835;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17836;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17837;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17838;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17839;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17840;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17841;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17842;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17843;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
17844;wasteOfResources;VM;2;214;;29;33;14;28;23;12;
17845;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17846;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17847;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17848;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
17849;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17850;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17851;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17852;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17853;wasteOfResources;VM;7;193;;15;15;9;5;5;2;
17854;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17855;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17856;wasteOfResources;VM;7;194;;15;15;9;5;5;2;
17857;wasteOfResources;VM;7;194;;15;15;9;5;5;2;
17858;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17859;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17860;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17861;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17862;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17863;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17864;wasteOfResources;VM;2;214;;29;33;14;28;24;12;
17865;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17866;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17867;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17868;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17869;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17870;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17871;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17872;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17873;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17874;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17875;wasteOfResources;VM;5;195;;15;15;9;5;5;2;
17876;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
17877;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
17878;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
17879;wasteOfResources;VM;5;216;;27;26;25;24;17;18;
17880;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
17881;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
17882;wasteOfResources;VM;6;209;;15;15;9;5;5;2;
17883;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17884;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17885;wasteOfResources;VM;3;210;;47;27;29;35;24;16;
17886;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17887;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17888;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17889;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17890;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
17891;wasteOfResources;VM;6;178;;15;15;9;5;5;2;
17892;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17893;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17894;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17895;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
17896;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17897;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17898;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17899;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17900;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
17901;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
17902;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17903;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17904;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17905;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17906;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17907;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17908;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17909;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
17910;wasteOfResources;VM;7;208;;15;15;9;5;5;2;
17911;wasteOfResources;VM;7;208;;15;15;9;5;5;2;
17912;wasteOfResources;VM;7;208;;15;15;9;5;5;2;
17913;wasteOfResources;VM;7;193;;15;15;9;5;5;2;
17914;wasteOfResources;VM;7;193;;15;15;9;5;5;2;
17915;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17916;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17917;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17918;wasteOfResources;VM;7;194;;15;15;9;5;5;2;
17919;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17920;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17921;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17922;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17923;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17924;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17925;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17926;wasteOfResources;VM;2;214;;29;34;14;26;21;13;
17927;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17928;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17929;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17930;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17931;newApp;APP;;;172;;;;0;0;0
17932;newApp;APP;;;173;;;;0;0;0
17933;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17934;wasteOfResources;VM;1;211;;15;15;9;5;5;2;
17935;wasteOfResources;VM;1;211;;15;15;9;5;5;2;
17936;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17937;wasteOfResources;VM;3;210;;45;27;31;32;25;16;
17938;wasteOfResources;VM;1;210;;45;27;31;32;25;16;
17939;wasteOfResources;VM;1;210;;45;27;31;32;25;16;
17940;wasteOfResources;VM;3;205;;15;15;9;5;5;2;
17941;wasteOfResources;VM;1;205;;15;15;9;5;5;2;
17942;wasteOfResources;VM;1;205;;15;15;9;5;5;2;
17943;wasteOfResources;VM;1;205;;15;15;9;5;5;2;
17944;wasteOfResources;VM;4;185;;15;15;9;5;5;2;
17945;wasteOfResources;VM;3;185;;15;15;9;5;5;2;
17946;wasteOfResources;VM;3;210;;45;27;31;32;25;23;
17947;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17948;wasteOfResources;VM;4;151;;15;15;9;5;5;2;
17949;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17950;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
17951;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17952;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17953;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
17954;wasteOfResources;VM;4;60;;15;15;9;5;5;2;
17955;wasteOfResources;VM;2;214;;29;34;14;28;21;11;
17956;wasteOfResources;VM;1;214;;29;34;14;28;21;11;
17957;wasteOfResources;VM;3;60;;15;15;9;5;5;2;
17958;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
17959;wasteOfResources;VM;4;60;;15;15;9;5;5;2;
17960;wasteOfResources;VM;5;195;;15;15;9;5;5;2;
17961;wasteOfResources;VM;3;195;;15;15;9;5;5;2;
17962;wasteOfResources;VM;2;195;;15;15;9;5;5;2;
17963;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
17964;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
17965;wasteOfResources;VM;3;212;;15;15;9;5;5;2;
17966;wasteOfResources;VM;3;212;;15;15;9;5;5;2;
17967;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17968;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
17969;wasteOfResources;VM;3;212;;15;15;9;5;5;2;
17970;wasteOfResources;VM;3;212;;15;15;9;5;5;2;
17971;wasteOfResources;VM;3;212;;15;15;9;5;5;2;
17972;wasteOfResources;VM;2;213;;15;15;9;5;5;2;
17973;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17974;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17975;wasteOfResources;VM;1;217;;53;24;56;32;21;16;
17976;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
17977;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17978;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17979;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
17980;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17981;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17982;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17983;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
17984;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
17985;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
17986;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
17987;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
17988;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
17989;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
17990;wasteOfResources;VM;5;216;;27;26;25;19;18;16;
17991;wasteOfResources;VM;2;216;;27;26;25;19;18;16;
17992;wasteOfResources;VM;2;216;;27;26;25;19;18;16;
17993;wasteOfResources;VM;5;213;;15;15;9;5;5;2;
17994;wasteOfResources;VM;5;213;;15;15;9;5;5;2;
17995;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
17996;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
17997;wasteOfResources;VM;3;210;;43;27;30;32;25;16;
17998;wasteOfResources;VM;3;210;;43;27;30;31;22;22;
17999;wasteOfResources;VM;3;185;;15;15;9;5;5;2;
18000;wasteOfResources;VM;6;209;;15;15;9;5;5;2;
18001;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
18002;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
18003;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
18004;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
18005;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
18006;wasteOfResources;VM;1;205;;15;15;9;5;5;2;
18007;wasteOfResources;VM;1;205;;15;15;9;5;5;2;
18008;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
18009;wasteOfResources;VM;2;151;;15;15;9;5;5;2;
18010;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
18011;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
18012;wasteOfResources;VM;4;206;;15;15;9;5;5;2;
18013;wasteOfResources;VM;4;60;;15;15;9;5;5;2;
18014;wasteOfResources;VM;4;60;;15;15;9;5;5;2;
18015;wasteOfResources;VM;2;195;;15;15;9;5;5;2;
18016;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
18017;wasteOfResources;VM;4;151;;15;15;9;5;5;2;
18018;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
18019;wasteOfResources;VM;5;206;;15;15;9;5;5;2;
18020;wasteOfResources;VM;5;151;;15;15;9;5;5;2;
18021;wasteOfResources;VM;3;212;;15;15;9;5;5;2;
18022;wasteOfResources;VM;3;212;;15;15;9;5;5;2;
18023;wasteOfResources;VM;3;212;;15;15;9;5;5;2;
18024;wasteOfResources;VM;4;151;;15;15;9;5;5;2;
18025;wasteOfResources;VM;1;217;;53;24;23;44;15;14;
18026;wasteOfResources;VM;1;217;;53;24;23;41;18;17;
18027;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
18028;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
18029;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
18030;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
18031;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
18032;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
18033;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
18034;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
18035;wasteOfResources;VM;3;100;;15;15;9;5;5;2;
18036;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
18037;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
18038;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
18039;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
18040;wasteOfResources;VM;3;211;;15;15;9;5;5;2;
18041;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
18042;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
18043;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
18044;wasteOfResources;VM;2;216;;27;26;26;14;18;17;
18045;wasteOfResources;VM;5;54;;15;15;9;5;5;2;
18046;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
18047;wasteOfResources;VM;5;213;;15;15;9;5;5;2;
18048;wasteOfResources;VM;3;210;;46;27;29;33;25;19;
18049;wasteOfResources;VM;3;185;;15;15;9;5;5;2;
18050;wasteOfResources;VM;5;213;;15;15;9;5;5;2;
18051;wasteOfResources;VM;5;185;;15;15;9;5;5;2;
18052;wasteOfResources;VM;6;82;;15;15;9;5;5;2;
18053;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
18054;wasteOfResources;VM;1;214;;29;34;14;25;22;13;
18055;wasteOfResources;VM;3;186;;15;15;9;5;5;2;
18056;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
18057;wasteOfResources;VM;1;205;;15;15;9;5;5;2;
18058;wasteOfResources;VM;6;209;;15;15;9;5;5;2;
18059;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
18060;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
18061;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
18062;wasteOfResources;VM;3;204;;15;15;9;5;5;2;
18063;wasteOfResources;VM;6;178;;15;15;9;5;5;2;
18064;wasteOfResources;VM;3;178;;15;15;9;5;5;2;
18065;wasteOfResources;VM;2;195;;15;15;9;5;5;2;
18066;wasteOfResources;VM;3;178;;15;15;9;5;5;2;
18067;wasteOfResources;VM;4;60;;15;15;9;5;5;2;
18068;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
18069;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
18070;wasteOfResources;VM;5;206;;15;15;9;5;5;2;
18071;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
18072;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
18073;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
18074;wasteOfResources;VM;4;151;;15;15;9;5;5;2;
18075;wasteOfResources;VM;6;186;;15;15;9;5;5;2;
18076;wasteOfResources;VM;1;217;;53;24;24;40;15;15;
18077;wasteOfResources;VM;1;217;;53;24;24;37;17;14;
18078;wasteOfResources;VM;1;217;;53;24;24;41;19;15;
18079;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
18080;wasteOfResources;VM;2;186;;15;15;9;5;5;2;
18081;wasteOfResources;VM;4;64;;15;15;9;5;5;2;
18082;wasteOfResources;VM;5;212;;15;15;9;5;5;2;
18083;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
18084;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
18085;wasteOfResources;VM;4;97;;15;15;9;5;5;2;
18086;wasteOfResources;VM;2;97;;15;15;9;5;5;2;
18087;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
18088;wasteOfResources;VM;4;204;;15;15;9;5;5;2;
18089;wasteOfResources;VM;4;204;;15;15;9;5;5;2;
18090;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
18091;wasteOfResources;VM;5;100;;15;15;9;5;5;2;
18092;wasteOfResources;VM;5;1;;15;15;9;5;5;2;
18093;wasteOfResources;VM;6;195;;15;15;9;5;5;2;
18094;wasteOfResources;VM;2;216;;27;26;24;21;15;17;
18095;wasteOfResources;VM;2;216;;27;26;24;19;21;17;
18096;wasteOfResources;VM;1;214;;29;34;14;28;22;12;
18097;wasteOfResources;VM;2;216;;27;26;24;26;24;17;
18098;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
18099;wasteOfResources;VM;1;211;;15;15;9;5;5;2;
18100;wasteOfResources;VM;3;54;;15;15;9;5;5;2;
18101;wasteOfResources;VM;3;210;;47;27;30;32;24;19;
18102;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
18103;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
18104;wasteOfResources;VM;1;211;;15;15;9;5;5;2;
18105;wasteOfResources;VM;4;211;;15;15;9;5;5;2;
18106;wasteOfResources;VM;1;211;;15;15;9;5;5;2;
18107;wasteOfResources;VM;1;205;;15;15;9;5;5;2;
18108;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
18109;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
18110;wasteOfResources;VM;3;82;;15;15;9;5;5;2;
18111;wasteOfResources;VM;4;205;;15;15;9;5;5;2;
18112;wasteOfResources;VM;5;213;;15;15;9;5;5;2;
18113;wasteOfResources;VM;5;185;;15;15;9;5;5;2;
18114;wasteOfResources;VM;6;110;;15;15;9;5;5;2;
18115;wasteOfResources;VM;6;209;;15;15;9;5;5;2;
18116;wasteOfResources;VM;6;209;;15;15;9;5;5;2;
18117;wasteOfResources;VM;3;178;;15;15;9;5;5;2;
18118;wasteOfResources;VM;4;60;;15;15;9;5;5;2;
18119;wasteOfResources;VM;2;188;;15;15;9;5;5;2;
18120;wasteOfResources;VM;5;206;;15;15;9;5;5;2;
18121;wasteOfResources;VM;6;64;;15;15;9;5;5;2;
18122;wasteOfResources;VM;6;204;;15;15;9;5;5;2;
18123;wasteOfResources;VM;6;72;;15;15;9;5;5;2;
18124;wasteOfResources;VM;4;151;;15;15;9;5;5;2;
18125;wasteOfResources;VM;1;151;;15;15;9;5;5;2;
18126;wasteOfResources;VM;4;151;;15;15;9;5;5;2;
18127;newApp;APP;;;174;;;;0;0;0
18128;wasteOfResources;VM;1;217;;51;24;23;43;19;15;
18129;wasteOfResources;VM;1;151;;15;15;9;5;5;2;
18130;wasteOfResources;VM;2;137;;15;15;9;5;5;2;
18131;wasteOfResources;VM;2;186;;15;15;9;5;5;2;
