@relation cpu

@attribute CPU8ALL numeric
@attribute CPU9ALL numeric
@attribute CPU10ALL numeric
@attribute CPU8USE numeric
@attribute CPU9USE numeric
@attribute CPU10USE numeric
@attribute MEM8ALL numeric
@attribute MEM9ALL numeric
@attribute MEM10ALL numeric
@attribute MEM8USE numeric
@attribute MEM9USE numeric
@attribute MEM10USE numeric
@attribute STOR8ALL numeric
@attribute STOR9ALL numeric
@attribute STOR10ALL numeric
@attribute STOR8USE numeric
@attribute STOR9USE numeric
@attribute STOR10USE numeric
@attribute SLACpu numeric
@attribute SLAMemory numeric
@attribute SLAStorage numeric
@attribute EVAL numeric

@data
0,0,20,20,20,20,0,0,50,10,10,20,0,0,10,10,10,10,10,50,10,-45.941176
50,50,70,40,30,40,40,40,90,40,30,40,30,30,40,20,20,20,10,50,10,-45.545098
0,0,20,20,20,20,0,0,50,10,10,20,0,0,10,10,10,10,10,50,10,-45.678431
50,50,70,40,30,40,40,40,90,30,30,40,30,30,40,20,20,20,10,50,10,-45.545098
0,0,40,20,20,20,0,0,50,0,10,10,0,0,10,10,20,10,40,40,10,-19.47451
40,40,60,50,60,50,50,50,100,30,20,30,10,10,40,30,30,20,10,40,20,-10.490196
50,50,70,30,40,40,40,40,90,40,40,40,30,30,40,20,10,10,10,50,10,-47.541176
30,30,60,40,40,30,20,20,80,40,30,40,20,20,30,20,10,20,10,50,10,-47.545098
40,40,60,20,30,20,40,40,80,20,10,10,20,20,50,10,10,10,10,30,20,-3.713725
30,30,50,30,40,40,20,20,80,40,40,40,20,20,30,20,10,20,10,50,10,-47.541176
60,60,80,60,60,70,50,50,100,50,70,60,30,30,60,30,30,30,10,30,20,-4.552941
40,40,60,20,20,30,40,40,80,10,20,10,20,20,50,10,10,10,10,30,20,-4.705882
40,40,60,50,50,50,20,20,80,20,20,30,10,10,20,30,20,30,10,50,10,-53.52549
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,0,0,10,50,10,-53.941176
40,40,60,50,50,50,20,20,80,20,20,20,10,10,20,30,20,20,10,50,10,-53.52549
30,30,50,20,20,20,30,30,80,10,10,10,10,10,30,10,0,0,10,50,10,-53.694118
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,0,0,10,50,10,-53.941176
40,40,60,50,50,40,20,20,80,20,20,20,10,10,20,30,30,20,10,50,10,-53.52549
0,0,40,10,10,20,0,0,20,20,20,20,0,0,20,10,10,0,40,20,20,-11.537255
0,0,90,10,10,20,0,0,50,20,20,20,0,0,40,10,10,0,40,20,20,-11.537255
40,40,90,30,40,40,20,20,70,40,30,40,20,20,30,20,20,20,40,40,10,-20.941176
20,20,70,40,30,40,30,30,60,40,30,40,10,10,30,20,10,20,40,20,20,-12.54902
60,60,70,60,70,60,60,60,100,60,50,50,30,30,60,30,30,40,10,30,20,-8.309804
60,60,70,70,60,50,60,60,100,50,50,70,30,30,60,30,30,30,10,30,20,-8.313725
10,10,30,20,20,20,10,10,70,20,10,10,0,0,20,10,10,10,10,50,10,-54.752941
30,30,50,40,30,40,20,20,60,30,40,30,20,20,50,20,20,20,10,30,20,-11.745098
60,60,80,50,50,50,50,50,100,30,40,40,30,30,60,20,30,30,10,30,20,-11.678431
30,30,50,50,40,50,20,20,60,40,40,40,20,20,50,20,20,20,10,30,20,-11.74902
60,60,80,60,50,40,50,50,100,50,40,30,30,30,60,30,20,20,10,30,20,-11.670588
30,30,40,30,20,20,30,30,70,20,20,10,10,10,40,10,10,10,10,30,20,-11.709804
10,10,30,20,20,20,10,10,70,10,10,10,0,0,20,0,10,10,10,50,10,-56.760784
10,10,30,20,20,20,10,10,70,10,10,10,0,0,20,10,10,0,10,50,10,-59.752941
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,10,0,10,50,10,-59.941176
0,0,20,20,20,20,0,0,50,10,10,10,0,0,10,10,10,0,10,50,10,-59.941176
10,10,30,20,20,20,10,10,70,10,10,10,0,0,20,10,10,0,10,50,10,-59.752941
0,0,40,10,10,10,0,0,20,20,20,20,0,0,20,0,0,0,40,20,20,-20.882353
20,20,70,30,30,40,30,30,60,40,30,40,10,10,30,10,20,20,40,20,20,-20.552941
0,0,80,0,0,0,0,0,50,0,0,0,0,0,60,0,0,0,30,20,40,-3.647059
30,30,70,10,10,10,30,30,50,30,20,20,10,10,40,0,0,10,40,20,20,-20.941176
20,20,70,40,40,40,30,30,60,40,30,40,10,10,30,20,20,20,40,20,20,-20.545098
0,0,20,0,0,0,0,0,60,0,0,0,0,0,10,0,0,0,10,50,10,-5.713725
30,30,50,10,0,10,30,30,90,20,10,10,10,10,30,10,10,10,10,50,10,-8.941176
0,0,20,10,0,10,0,0,60,20,10,10,0,0,10,10,10,10,10,50,10,-8.941176
40,40,60,30,20,30,20,20,80,40,40,40,20,20,30,20,30,20,10,50,10,-8.54902
40,40,60,0,0,0,40,40,100,0,0,0,20,20,60,0,0,0,10,50,30,0.215686
60,60,100,30,30,30,60,60,90,40,40,40,30,30,90,20,20,30,30,20,50,0.639216
40,40,50,40,40,40,20,20,80,40,30,30,20,20,50,20,20,10,10,50,30,-4.588235
40,40,60,20,20,20,40,40,100,10,0,0,20,20,60,10,10,0,10,50,30,-4.941176
0,0,10,20,20,20,0,0,50,10,0,0,0,0,30,10,10,0,10,50,30,-4.941176
40,40,50,40,40,40,20,20,80,30,30,30,20,20,50,10,20,20,10,50,30,-4.588235
0,0,30,10,10,10,0,0,30,10,20,20,0,0,60,10,0,10,30,20,50,-6.741176
10,10,50,20,20,20,20,20,40,0,0,0,20,20,50,10,10,10,30,10,20,-0.772549
0,0,20,20,10,10,0,0,60,10,10,20,0,0,10,20,20,10,10,50,10,-18.941176
0,0,20,20,10,10,0,0,60,10,10,20,0,0,10,20,20,10,10,50,10,-18.941176
0,0,20,20,10,10,0,0,60,10,10,20,0,0,10,20,20,10,10,50,10,-18.72549
0,0,50,0,0,0,0,0,30,0,0,0,0,0,20,0,0,0,50,20,10,-0.941176
60,60,100,0,0,0,60,60,90,0,0,0,30,30,90,0,0,0,40,30,50,0.270588
0,0,40,0,0,0,0,0,40,0,0,0,0,0,50,0,0,0,40,30,50,-5.682353
0,0,50,0,0,0,0,0,40,0,0,0,0,0,30,0,0,0,50,40,30,-5.705882
0,0,30,0,0,0,0,0,30,0,0,0,0,0,60,0,0,0,20,20,60,-5.698039
10,10,40,30,30,30,10,10,40,20,20,10,0,0,70,10,10,10,20,20,60,-6.701961
0,0,20,0,0,0,0,0,50,0,0,0,0,0,10,0,0,0,10,40,10,-5.694118
10,10,30,30,30,30,10,10,60,10,10,10,0,0,20,10,10,10,10,40,10,-6.709804
10,10,30,40,30,30,10,10,60,0,10,10,0,0,20,10,10,10,10,40,10,-9.443137
0,0,20,40,30,30,0,0,50,0,10,10,0,0,10,10,10,10,10,40,10,-9.941176
0,0,40,40,30,30,0,0,100,0,10,10,0,0,20,10,10,10,10,40,10,-9.941176
40,40,60,70,60,50,40,40,90,20,30,30,30,30,40,20,20,20,10,40,10,-9.941176
10,10,30,40,30,30,10,10,60,0,10,10,0,0,20,10,10,10,10,40,10,-9.443137
0,0,30,30,30,30,0,0,30,10,20,10,0,0,60,10,10,10,20,20,60,-11.941176
0,0,30,30,30,30,0,0,30,10,20,10,0,0,60,10,10,10,20,20,60,-11.941176
50,50,80,60,60,70,60,60,90,20,30,30,30,30,90,20,20,20,20,20,60,-11.705882
0,0,30,30,30,30,0,0,30,10,20,10,0,0,60,10,10,10,20,20,60,-11.694118
0,0,30,30,30,30,0,0,30,10,20,10,0,0,60,10,10,10,20,20,60,-11.698039
10,10,40,30,30,30,10,10,40,10,10,20,0,0,70,10,10,10,20,20,60,-11.690196
30,30,60,30,30,30,30,30,60,10,10,20,10,10,80,10,10,10,20,20,60,-12.690196
10,10,30,20,20,30,10,10,60,10,0,10,0,0,20,10,10,10,10,40,10,-12.705882
30,30,60,20,30,30,30,30,60,20,10,10,10,10,80,10,10,10,20,20,60,-14.439216
30,30,60,30,40,30,30,30,60,20,10,20,10,10,80,10,10,10,20,20,60,-14.431373
0,0,50,0,0,0,0,0,50,0,0,0,0,0,30,0,0,0,50,40,30,-5.67451
0,0,20,30,30,30,0,0,50,10,10,10,0,0,10,10,10,10,10,40,10,-24.941176
0,0,40,30,30,30,0,0,100,10,10,10,0,0,20,10,10,10,10,40,10,-24.941176
0,0,20,30,30,30,0,0,50,10,10,10,0,0,10,10,10,10,10,40,10,-24.709804
0,0,40,30,30,30,0,0,100,10,10,10,0,0,20,10,10,10,10,40,10,-24.709804
0,0,20,30,30,30,0,0,50,10,10,10,0,0,10,10,10,10,10,40,10,-24.682353
0,0,40,30,30,30,0,0,100,10,10,10,0,0,20,10,10,10,10,40,10,-24.682353
0,0,20,30,30,30,0,0,50,10,10,10,0,0,10,10,10,10,10,40,10,-24.941176
0,0,40,30,30,30,0,0,100,10,10,10,0,0,20,10,10,10,10,40,10,-24.941176
0,0,20,30,30,30,0,0,50,10,10,10,0,0,10,10,10,10,10,40,10,-24.917647
0,0,20,30,30,30,0,0,50,10,10,10,0,0,10,10,10,10,10,40,10,-24.709804
0,0,50,0,0,0,0,0,90,0,0,0,0,0,50,0,0,0,20,40,40,-1.764706
10,10,40,30,30,30,10,10,40,20,20,20,0,0,70,10,10,10,20,20,60,-16.941176
10,10,40,30,30,30,10,10,40,20,20,20,0,0,70,10,10,10,20,20,60,-16.941176
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-16.694118
30,30,50,30,20,20,30,30,80,10,20,20,10,10,30,10,10,10,10,40,10,-31.941176
0,0,20,30,20,20,0,0,50,10,20,20,0,0,10,10,10,10,10,40,10,-31.941176
30,30,50,30,20,20,30,30,80,10,20,20,10,10,30,10,10,10,10,40,10,-31.941176
30,30,50,60,50,60,30,30,80,30,30,30,20,20,30,20,20,30,10,40,10,-31.458824
0,0,40,30,20,20,0,0,100,10,20,20,0,0,20,10,10,10,10,40,10,-31.941176
30,30,50,30,20,20,30,30,80,10,20,20,10,10,30,10,10,10,10,40,10,-31.941176
30,30,50,60,50,60,30,30,80,30,30,30,20,20,30,20,20,20,10,40,10,-31.462745
30,30,50,60,60,60,30,30,80,30,30,30,20,20,30,20,30,20,10,40,10,-32.45098
60,60,90,60,60,50,50,50,80,40,30,40,30,30,100,20,30,30,20,20,60,-24.427451
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-24.941176
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-24.941176
60,60,90,60,60,60,50,50,80,40,40,30,30,30,100,30,30,20,20,20,60,-24.427451
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-24.941176
60,60,90,60,60,60,50,50,80,30,40,30,30,30,100,30,30,30,20,20,60,-24.427451
0,0,30,30,30,30,0,0,30,20,10,10,0,0,60,10,10,10,20,20,60,-24.74902
60,60,90,60,60,60,50,50,80,40,40,40,30,30,100,30,30,20,20,20,60,-24.427451
0,0,20,0,0,0,0,0,10,0,0,0,0,0,50,0,0,0,10,10,40,-5.772549
20,20,60,20,20,20,10,10,60,10,0,10,50,50,60,10,10,10,40,40,10,0.45098
70,70,90,60,50,60,80,80,100,30,60,50,50,50,100,50,50,50,10,10,40,-7.301961
0,0,30,40,30,30,0,0,30,10,20,10,0,0,60,10,10,10,20,20,60,-33.941176
30,30,60,40,30,30,30,30,60,10,20,10,10,10,80,10,10,10,20,20,60,-33.690196
0,0,30,40,30,30,0,0,30,10,20,10,0,0,60,10,10,10,20,20,60,-33.941176
30,30,60,40,30,30,30,30,60,10,20,10,10,10,80,10,10,10,20,20,60,-33.690196
20,20,80,20,20,20,10,10,70,10,10,0,20,20,70,10,10,10,50,40,40,0.215686
0,0,20,20,20,20,0,0,10,0,0,10,0,0,50,10,10,10,10,10,40,-8.698039
30,30,50,30,30,40,30,30,50,20,10,20,30,30,80,30,20,30,10,10,40,-8.560784
0,0,30,30,30,30,0,0,30,10,20,10,0,0,60,10,10,10,20,20,60,-35.694118
0,0,30,0,0,0,0,0,60,0,0,0,0,0,10,0,0,0,30,50,10,0.25098
0,0,30,20,10,10,0,0,40,10,10,10,0,0,40,20,10,30,20,40,40,-27.752941
30,30,60,50,60,50,40,40,70,40,40,30,10,10,80,20,20,20,20,20,60,-39.74902
60,60,90,40,40,40,70,70,100,50,50,30,30,30,90,20,20,20,20,20,60,-39.486275
0,0,30,30,30,30,0,0,30,20,20,20,0,0,60,10,10,10,20,20,60,-39.780392
30,30,60,50,50,50,40,40,70,30,40,30,10,10,80,20,20,20,20,20,60,-39.74902
60,60,90,40,40,40,70,70,100,40,40,40,30,30,90,20,20,20,20,20,60,-39.486275
30,30,90,20,20,20,30,30,90,10,10,10,30,30,50,10,10,10,50,50,10,-0.780392
20,20,70,50,30,60,10,10,70,20,20,20,20,20,40,20,20,20,50,50,10,-3.533333
10,10,40,30,30,20,10,10,40,10,10,10,0,0,70,10,10,10,20,20,60,-41.941176
0,0,50,0,0,0,0,0,40,0,0,0,0,0,40,0,0,0,40,30,40,-5.72549
80,80,100,50,60,50,70,70,90,50,60,30,30,30,80,30,40,40,10,10,40,-12.376471
0,0,20,20,20,20,0,0,10,10,10,0,0,0,50,10,10,10,10,10,40,-12.741176
80,80,100,60,50,60,70,70,90,50,50,50,30,30,80,40,40,30,10,10,40,-12.376471
20,20,50,50,50,60,10,10,40,30,30,30,20,20,80,20,20,20,20,20,60,-48.47451
30,30,60,40,40,50,40,40,70,40,40,30,10,10,80,20,20,20,20,20,60,-48.760784
30,30,60,30,30,30,30,30,60,10,20,20,10,10,80,10,10,10,20,20,60,-48.941176
30,30,60,30,30,30,30,30,60,10,10,10,10,10,80,10,10,10,20,20,60,-48.941176
20,20,50,50,50,50,10,10,40,30,30,30,20,20,80,20,20,20,20,20,60,-49.776471
50,50,70,40,50,40,60,60,70,30,30,20,40,40,90,30,20,20,10,10,40,-14.741176
70,70,90,80,70,90,70,70,80,60,60,50,40,40,90,40,40,40,10,10,40,-14.270588
60,60,80,50,60,60,60,60,80,40,40,40,40,40,90,40,40,40,10,10,40,-16.364706
30,30,50,40,30,30,20,20,40,20,10,10,30,30,80,30,30,20,10,10,40,-17.580392
40,40,60,20,20,20,40,40,60,10,10,10,20,20,70,10,10,10,10,10,40,-19.768627
30,30,50,30,40,40,20,20,40,20,20,20,20,20,70,30,30,30,10,10,40,-21.580392
60,60,80,60,60,60,60,60,80,40,40,40,40,40,90,40,40,40,10,10,40,-23.380392
0,0,20,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,20,20,50,-5.67451
30,30,50,20,20,20,30,30,40,10,10,10,10,10,60,10,10,10,10,10,40,-27.941176
0,0,50,0,0,0,0,0,10,0,0,0,0,0,20,0,0,0,50,10,10,-5.490196
60,60,80,40,50,40,50,50,70,30,20,30,30,30,80,30,30,20,10,10,40,-30.717647
0,0,20,20,20,20,0,0,10,10,10,10,0,0,50,10,10,10,10,10,40,-30.792157
0,0,40,20,20,20,0,0,30,10,10,10,0,0,100,10,10,10,10,10,40,-30.792157
60,60,80,50,40,50,50,50,70,30,20,20,30,30,80,30,20,20,10,10,40,-30.717647
70,70,90,20,20,20,70,70,90,10,10,10,40,40,90,10,10,10,10,10,40,-30.764706
50,50,70,40,40,40,50,50,80,30,40,40,20,20,80,30,30,20,20,20,50,-7.454902
40,40,100,20,20,20,40,40,60,20,20,20,20,20,40,20,20,20,50,10,10,-6.639216
0,0,40,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,40,40,50,-5.796078
40,40,100,20,20,30,40,40,60,20,20,20,20,20,40,20,20,20,50,10,10,-15.662745
0,0,50,20,20,30,0,0,10,20,20,20,0,0,20,20,20,20,50,10,10,-15.941176
40,40,100,20,20,30,40,40,60,20,20,20,20,20,40,20,20,20,50,10,10,-15.662745
0,0,50,20,20,30,0,0,10,20,20,20,0,0,20,20,20,20,50,10,10,-15.741176
40,40,100,20,20,30,40,40,60,20,20,20,20,20,40,20,20,20,50,10,10,-15.662745
0,0,50,20,20,30,0,0,10,20,20,20,0,0,20,20,20,20,50,10,10,-15.941176
40,40,100,20,20,30,40,40,60,20,20,20,20,20,40,20,20,20,50,10,10,-15.662745
40,40,100,20,20,10,40,40,60,20,20,20,20,20,40,20,10,20,50,10,10,-15.666667
40,40,70,50,30,40,40,40,70,30,30,30,40,40,90,30,30,30,20,20,50,-8.494118
0,0,40,0,0,0,0,0,50,0,0,0,0,0,40,0,0,0,30,50,40,-5.721569
30,30,80,20,10,20,30,30,40,10,20,30,10,10,30,10,20,10,50,10,10,-22.67451
0,0,50,20,10,20,0,0,10,10,20,30,0,0,20,10,20,10,50,10,10,-22.941176
0,0,50,20,10,20,0,0,10,10,20,30,0,0,20,10,20,10,50,10,10,-22.72549
30,30,80,20,10,20,30,30,40,10,20,30,10,10,30,10,20,10,50,10,10,-22.67451
0,0,50,20,10,20,0,0,10,10,20,30,0,0,20,10,20,10,50,10,10,-22.941176
30,30,80,20,10,20,30,30,40,10,20,30,10,10,30,10,20,10,50,10,10,-22.67451
40,40,90,0,0,0,40,40,70,0,0,0,20,20,40,0,0,0,40,20,20,-1.780392
40,40,90,10,0,10,40,40,70,20,20,20,20,20,40,10,10,10,40,20,20,-1.745098
0,0,40,10,10,10,0,0,20,20,20,20,0,0,20,0,0,0,40,20,20,-9.752941
0,0,90,10,10,10,0,0,50,20,20,20,0,0,40,0,0,0,40,20,20,-9.752941
0,0,40,10,10,10,0,0,20,20,20,20,0,0,20,0,0,0,40,20,20,-9.941176
0,0,90,10,10,10,0,0,50,20,20,20,0,0,40,0,0,0,40,20,20,-9.941176
0,0,40,10,10,10,0,0,20,20,20,20,0,0,20,0,0,0,40,20,20,-9.709804
0,0,90,10,10,10,0,0,50,20,20,20,0,0,40,0,0,0,40,20,20,-9.709804
0,0,40,10,10,10,0,0,20,20,20,20,0,0,20,0,0,0,40,20,20,-9.752941
40,40,60,50,50,40,30,30,60,40,50,40,20,20,80,20,30,30,20,20,50,-10.435294
40,40,60,40,50,40,30,30,60,40,40,40,20,20,80,30,30,30,20,20,50,-10.407843
30,30,90,40,40,40,30,30,50,40,40,40,10,10,30,30,30,20,50,10,10,-26.737255
40,40,100,50,50,40,40,40,60,40,30,30,30,30,50,40,40,20,50,10,10,-26.729412
30,30,90,30,40,30,20,20,40,50,40,30,20,20,40,30,30,20,50,10,10,-26.478431
40,40,70,60,40,40,40,40,60,40,30,50,20,20,80,30,30,20,20,20,50,-13.423529
50,50,80,50,40,40,50,50,80,40,40,40,30,30,80,30,30,30,20,20,50,-13.713725
70,70,100,30,20,20,70,70,100,20,20,20,40,40,90,10,10,10,20,20,50,-13.941176
50,50,100,30,40,40,50,50,80,40,40,40,30,30,60,20,30,20,40,20,20,-11.72549
50,50,100,40,40,40,50,50,80,40,50,50,40,40,60,20,30,20,40,20,20,-12.729412
60,60,80,60,60,60,50,50,80,40,50,40,30,30,90,30,30,20,20,20,50,-14.423529
0,0,60,0,0,0,0,0,60,0,0,0,0,0,20,0,0,0,50,60,20,-5.780392
30,30,70,10,10,10,30,30,50,20,20,30,10,10,40,10,0,0,40,20,20,-17.737255
40,40,90,40,30,40,40,40,60,40,40,50,20,20,50,20,20,20,40,20,20,-17.721569
30,30,70,10,10,10,30,30,50,20,20,30,10,10,40,10,0,0,40,20,20,-17.737255
40,40,90,30,30,40,30,30,50,30,40,40,20,20,40,10,10,10,40,20,20,-17.784314
40,40,90,40,40,30,40,40,60,30,50,50,20,20,50,20,20,20,40,20,20,-17.721569
30,30,70,10,10,10,30,30,50,20,20,30,10,10,40,10,0,0,40,20,20,-17.737255
40,40,70,40,50,50,40,40,60,50,40,40,20,20,80,20,30,20,20,20,50,-16.678431
40,40,70,40,30,30,40,40,60,20,20,20,20,20,80,10,20,10,20,20,50,-16.670588
50,50,80,40,50,60,40,40,70,30,30,30,30,30,80,10,20,20,20,20,50,-17.482353
50,50,80,60,50,60,40,40,70,30,30,30,30,30,80,20,20,20,20,20,50,-18.454902
70,70,100,50,50,50,50,50,80,30,30,30,30,30,90,20,20,20,20,20,50,-23.47451
0,0,20,20,30,30,0,0,20,20,20,20,0,0,50,10,10,10,20,20,50,-23.941176
70,70,100,50,50,60,50,50,80,30,30,30,30,30,90,20,20,20,20,20,50,-23.47451
0,0,20,30,20,10,0,0,20,20,20,20,0,0,50,20,10,20,20,20,50,-26.686275
50,50,70,10,10,10,40,40,100,20,20,20,30,30,40,10,0,0,10,50,10,0.482353
0,0,20,10,10,10,0,0,60,10,10,10,0,0,10,10,10,10,10,50,10,-8.741176
0,0,20,10,10,10,0,0,60,10,10,10,0,0,10,10,10,10,10,50,10,-8.941176
0,0,20,10,10,10,0,0,60,10,10,10,0,0,10,10,10,10,10,50,10,-8.941176
0,0,20,10,10,10,0,0,60,10,10,10,0,0,10,10,10,10,10,50,10,-8.741176
40,40,90,10,10,10,40,40,70,20,20,20,20,20,40,0,10,0,40,20,20,-18.74902
0,0,40,0,0,0,0,0,20,0,0,0,0,0,30,0,0,0,30,10,20,-5.717647
30,30,50,20,0,10,30,30,90,10,10,10,10,10,30,10,10,20,10,50,10,-9.733333
0,0,40,0,10,0,0,0,20,20,20,20,0,0,30,20,10,10,30,10,20,-6.729412
0,0,40,10,0,10,0,0,20,20,20,20,0,0,30,10,20,20,30,10,20,-13.941176
0,0,80,10,0,10,0,0,40,20,20,20,0,0,60,10,20,20,30,10,20,-13.941176
60,60,100,50,40,50,70,70,90,60,60,60,40,40,70,50,60,50,30,10,20,-13.505882
0,0,40,10,0,10,0,0,20,20,20,20,0,0,30,10,20,20,30,10,20,-13.941176
60,60,100,40,40,50,70,70,90,60,60,70,40,40,70,50,60,60,30,10,20,-13.505882
0,0,80,10,0,10,0,0,40,20,20,20,0,0,60,10,20,20,30,10,20,-13.941176
60,60,100,40,30,40,70,70,90,60,60,60,40,40,70,50,60,60,30,10,20,-13.505882
40,40,80,40,40,30,30,30,60,50,40,40,30,30,50,20,20,20,40,20,20,-23.717647
0,0,40,10,20,10,0,0,20,30,20,20,0,0,20,10,10,10,40,20,20,-23.745098
0,0,40,10,20,20,0,0,20,20,20,30,0,0,20,0,10,10,40,20,20,-23.745098
40,40,80,10,10,0,40,40,60,20,20,20,20,20,50,10,10,0,30,10,20,-15.713725
0,0,20,10,10,10,0,0,60,10,10,10,0,0,10,20,20,10,10,50,10,-19.941176
0,0,20,10,10,10,0,0,60,10,10,10,0,0,10,20,20,10,10,50,10,-19.941176
0,0,20,10,10,10,0,0,60,10,10,10,0,0,10,20,20,10,10,50,10,-19.941176
0,0,20,10,10,10,0,0,60,10,10,10,0,0,10,20,20,10,10,50,10,-19.72549
30,30,50,10,10,10,30,30,90,10,10,10,10,10,30,20,20,10,10,50,10,-22.941176
50,50,70,30,20,30,40,40,100,40,40,50,20,20,40,30,30,20,10,50,10,-22.741176
30,30,50,10,10,10,30,30,90,10,10,10,10,10,30,20,20,10,10,50,10,-22.941176
20,20,50,10,10,10,30,30,80,20,10,10,10,10,60,10,20,20,20,30,40,0.490196
60,60,100,10,10,0,60,60,80,20,20,20,30,30,60,10,20,20,30,10,20,-18.72549
50,50,90,50,50,50,70,70,90,50,50,50,40,40,70,50,40,50,30,10,20,-18.521569
0,0,40,10,10,0,0,0,20,20,20,20,0,0,30,10,20,20,30,10,20,-18.941176
40,40,80,10,10,0,40,40,60,20,20,20,20,20,50,10,20,20,30,10,20,-18.941176
60,60,100,10,10,0,60,60,80,20,20,20,30,30,60,10,20,20,30,10,20,-18.72549
10,10,40,30,20,30,10,10,50,10,20,10,0,0,60,10,10,10,20,30,40,-1.709804
0,0,20,0,0,0,0,0,30,0,0,0,0,0,50,0,0,0,10,30,50,-0.941176
40,40,80,0,0,10,40,40,60,20,20,20,20,20,50,20,20,20,30,10,20,-20.705882
0,0,30,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,30,30,20,-5.721569
40,40,80,0,0,0,40,40,60,20,20,20,20,20,50,10,20,20,30,10,20,-22.741176
30,30,80,30,40,40,30,30,50,30,30,40,20,20,40,20,20,20,40,20,20,-33.509804
0,0,40,0,10,10,0,0,20,20,20,20,0,0,20,10,10,10,40,20,20,-33.941176
0,0,90,0,10,10,0,0,50,20,20,20,0,0,40,10,10,10,40,20,20,-33.941176
30,30,80,30,40,40,30,30,50,30,40,40,20,20,40,20,30,20,40,20,20,-33.509804
50,50,90,20,10,20,60,60,80,40,50,50,40,40,70,30,30,30,30,10,20,-23.545098
0,0,40,0,0,0,0,0,40,0,0,0,0,0,20,0,0,0,40,40,20,-5.560784
60,60,80,0,0,0,60,60,70,0,0,0,30,30,60,0,0,0,20,10,20,0.321569
0,0,20,0,0,0,0,0,20,0,0,0,0,0,40,0,0,0,10,10,40,-5.556863
70,70,90,20,30,20,70,70,90,10,10,10,40,40,90,10,10,10,10,10,40,-11.713725
0,0,20,20,30,20,0,0,20,10,10,10,0,0,40,10,10,10,10,10,40,-11.941176
0,0,40,20,30,20,0,0,40,10,10,10,0,0,90,10,10,10,10,10,40,-11.941176
70,70,90,20,30,20,70,70,90,10,10,10,40,40,90,10,10,10,10,10,40,-11.713725
20,20,40,20,20,30,20,20,40,10,10,10,40,40,90,10,0,0,10,10,40,-12.717647
30,30,50,0,0,0,30,30,80,0,0,0,10,10,40,0,0,0,20,40,20,0.286275
40,40,60,20,20,10,60,60,80,10,10,20,30,30,70,10,10,10,20,10,30,0.458824
0,0,40,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,30,20,50,-5.745098
0,0,30,0,0,0,0,0,20,0,0,0,0,0,60,0,0,0,30,20,50,-5.705882
30,30,70,20,20,20,20,20,70,20,30,20,30,30,80,10,10,10,30,40,50,0.537255
0,0,30,0,0,0,0,0,60,0,0,0,0,0,10,0,0,0,20,50,10,-5.529412
0,0,50,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,50,30,30,-5.729412
0,0,60,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,50,20,40,-5.698039
0,0,20,0,0,0,0,0,30,0,0,0,0,0,50,0,0,0,10,20,50,-5.572549
0,0,10,0,0,0,0,0,50,0,0,0,0,0,20,0,0,0,10,50,20,-5.764706
0,0,50,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,50,20,30,-5.74902
60,60,80,0,0,0,60,60,90,0,0,0,30,30,50,0,0,0,20,30,10,0.290196
60,60,80,0,0,0,60,60,70,0,0,0,30,30,70,0,0,0,20,10,30,0.364706
70,70,100,0,0,0,70,70,100,0,0,0,40,40,90,0,0,0,20,20,40,0.203922
0,0,50,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,40,10,50,-5.490196
0,0,50,0,0,0,0,0,20,0,0,0,0,0,40,0,0,0,50,10,40,-5.780392
0,0,40,0,0,0,0,0,40,0,0,0,0,0,50,0,0,0,40,30,50,-5.682353
40,40,80,20,20,20,30,30,90,10,10,10,20,20,80,20,20,10,30,50,50,0.517647
80,80,100,50,40,40,60,60,90,20,30,30,60,60,100,30,30,40,10,20,30,0.705882
0,0,40,0,0,0,0,0,10,0,0,0,0,0,40,0,0,0,30,10,40,-5.705882
60,60,90,50,60,50,60,60,90,20,20,20,50,50,90,20,20,20,10,20,30,-1.513725
0,0,30,0,0,0,0,0,20,0,0,0,0,0,50,0,0,0,20,20,50,-5.568627
0,0,90,0,0,0,0,0,50,0,0,0,0,0,80,0,0,0,50,20,20,0.431373
30,30,60,10,10,20,20,20,80,10,10,10,20,20,60,10,10,10,20,50,30,0.462745
0,0,50,0,0,0,0,0,40,0,0,0,0,0,30,0,0,0,50,40,30,-5.521569
40,40,60,60,50,60,30,30,60,20,20,20,30,30,70,30,20,20,10,20,30,-3.513725
